,Name,Club,Nationality,Age,Overall,Height,Weight,Position,Preferred Foot,Value,Wage,Acceleration,Finishing,Vision,BallControl,Dribbling,Strength
14275,Jiang Jiajun,Chongqing Dangdai Lifan FC SWM Team,China PR,28,61,182.88,161,RB,Right,200000.0,2000,68.0,22.0,43.0,48.0,53.0,68.0
14276,S. Erimuya,Cádiz CF,Nigeria,20,61,190.5,165,CB,Right,350000.0,1000,67.0,29.0,33.0,54.0,35.0,58.0
14277,F. Obilor,HJK Helsinki,Nigeria,27,61,185.42,209,RCB,Right,250000.0,1000,58.0,19.0,30.0,44.0,39.0,86.0
14278,K. Partida,San Jose Earthquakes,United States,23,61,172.72,150,LB,Left,280000.0,1000,70.0,45.0,47.0,55.0,54.0,52.0
14279,R. Laidlaw,Hibernian,Scotland,25,61,200.66,187,GK,Right,240000.0,1000,29.0,6.0,35.0,18.0,14.0,69.0
14280,S. van Hooijdonk,NAC Breda,Netherlands,18,61,185.42,176,LM,Right,525000.0,1000,75.0,55.0,52.0,64.0,59.0,72.0
14281,F. Mac Allister,Argentinos Juniors,Argentina,22,61,175.26,157,CM,Right,375000.0,2000,66.0,35.0,53.0,64.0,63.0,62.0
14282,A. Fontana,Club Atlético Banfield,Argentina,22,61,175.26,159,ST,Right,400000.0,3000,72.0,63.0,52.0,65.0,56.0,65.0
14283,E. Ojeda,Rosario Central,Argentina,20,61,180.34,159,CM,Right,475000.0,2000,61.0,49.0,61.0,61.0,58.0,61.0
14284,Y. Mamilonne,Paris FC,France,26,61,190.5,187,ST,Right,325000.0,4000,66.0,62.0,47.0,59.0,52.0,84.0
14285,B. Gaye,DSC Arminia Bielefeld,Gambia,20,61,193.04,192,GK,Right,350000.0,1000,18.0,5.0,23.0,15.0,8.0,62.0
14286,Iñaki Peña,FC Barcelona,Spain,19,61,182.88,172,GK,Right,450000.0,4000,33.0,6.0,39.0,18.0,12.0,54.0
14287,F. Dornebusch,VfL Bochum 1848,Germany,23,61,193.04,196,GK,Right,250000.0,2000,40.0,18.0,31.0,19.0,17.0,78.0
14288,F. Arbeláez,Patriotas Boyacá FC,Colombia,21,61,180.34,157,LB,Left,300000.0,1000,70.0,35.0,52.0,55.0,59.0,58.0
14289,E. Gutiérrez,Monterrey,Mexico,22,61,175.26,148,RB,Right,375000.0,6000,68.0,31.0,41.0,60.0,50.0,67.0
14290,J. Vásquez,Monterrey,Mexico,19,61,182.88,159,CB,Left,500000.0,3000,65.0,30.0,39.0,54.0,34.0,65.0
14291,T. Björkström,IK Sirius,Sweden,27,61,180.34,168,RB,Right,230000.0,1000,63.0,35.0,54.0,54.0,49.0,67.0
14292,J. McCourt,Swindon Town,England,22,61,177.8,150,CM,Right,325000.0,3000,67.0,46.0,58.0,61.0,50.0,63.0
14293,Álex Mozo,CD Leganés,Spain,23,61,165.1,137,CM,Right,375000.0,4000,68.0,55.0,50.0,69.0,65.0,32.0
14294,J. Klinsmann,Hertha BSC,United States,21,61,193.04,185,GK,Right,450000.0,2000,29.0,5.0,29.0,19.0,19.0,59.0
14295,Y. Fofana,RC Strasbourg Alsace,France,19,61,175.26,152,CDM,Right,500000.0,1000,76.0,40.0,57.0,60.0,65.0,67.0
14296,K. Koussou,TSV 1860 München,Germany,26,61,170.18,141,RM,Right,300000.0,2000,80.0,42.0,42.0,56.0,64.0,36.0
14297,M. Ortega,Tigres U.A.N.L.,Mexico,23,61,193.04,163,GK,Left,300000.0,5000,29.0,7.0,39.0,15.0,9.0,59.0
14298,J. Mäder,FSV Zwickau,Germany,21,61,177.8,154,RM,Right,375000.0,1000,84.0,57.0,48.0,62.0,61.0,57.0
14299,O. Leguizamón,Godoy Cruz,Paraguay,24,61,170.18,159,ST,Right,350000.0,3000,66.0,68.0,57.0,65.0,62.0,56.0
14300,M. Pawelec,Śląsk Wrocław,Poland,32,61,180.34,159,RB,Right,140000.0,1000,64.0,41.0,40.0,62.0,51.0,67.0
14301,T. Bonga,FSV Zwickau,Germany,21,61,195.57999999999998,196,ST,Right,375000.0,1000,77.0,55.0,44.0,64.0,67.0,84.0
14302,Kiki,Extremadura UD,Spain,21,61,177.8,154,LB,Left,325000.0,1000,69.0,30.0,41.0,43.0,61.0,57.0
14303,M. Warcholak,Wisła Płock,Poland,28,61,180.34,174,LB,Left,200000.0,1000,67.0,26.0,49.0,49.0,51.0,71.0
14304,Romero,Extremadura UD,Spain,22,61,167.64000000000001,130,CAM,Right,375000.0,1000,82.0,55.0,55.0,66.0,64.0,28.0
14305,S. Puri,Waterford FC,Estonia,30,61,177.8,143,CAM,Right,240000.0,1000,66.0,55.0,61.0,63.0,56.0,48.0
14306,Kim Yong Jin,Ulsan Hyundai FC,Korea Republic,25,61,193.04,176,ST,Right,350000.0,2000,70.0,63.0,37.0,61.0,56.0,79.0
14307,S. Moussa,Dundee FC,Tunisia,30,61,187.96,176,ST,Right,240000.0,2000,60.0,60.0,43.0,54.0,55.0,83.0
14308,Luis Díaz,CD Lugo,Spain,23,61,187.96,172,CM,Right,375000.0,2000,54.0,38.0,52.0,59.0,61.0,64.0
14309,L. Ameka Autchanga,Chamois Niortais Football Club,Gabon,21,61,175.26,150,RM,Right,400000.0,1000,83.0,57.0,58.0,64.0,68.0,34.0
14310,J. Vega,Tigres U.A.N.L.,Mexico,20,61,180.34,172,ST,Right,450000.0,7000,61.0,60.0,55.0,62.0,61.0,67.0
14311,Y. Gutiérrez,Club Necaxa,Mexico,37,61,187.96,190,GK,Right,20000.0,1000,44.0,13.0,30.0,25.0,14.0,66.0
14312,L. Daschner,MSV Duisburg,Germany,19,61,182.88,150,CAM,Right,550000.0,1000,72.0,49.0,60.0,61.0,59.0,60.0
14313,T. Goppel,ADO Den Haag,Netherlands,21,61,177.8,161,RW,Right,400000.0,1000,77.0,52.0,52.0,62.0,64.0,64.0
14314,M. Rodas,FSV Zwickau,Germany,21,61,170.18,143,LM,Left,375000.0,1000,79.0,41.0,51.0,67.0,67.0,40.0
14315,F. Quiroz,Club Atlético Colón,Argentina,20,61,177.8,165,LB,Left,400000.0,2000,71.0,47.0,50.0,57.0,60.0,68.0
14316,R. Idda,Cosenza,Italy,29,61,185.42,176,CB,Right,220000.0,1000,56.0,23.0,27.0,30.0,30.0,65.0
14317,M. Petrasso,Montreal Impact,Canada,22,61,167.64000000000001,163,RB,Right,270000.0,1000,72.0,49.0,59.0,62.0,64.0,56.0
14318,J. Angulo,Club Tijuana,Mexico,21,61,165.1,150,LM,Left,375000.0,3000,70.0,51.0,60.0,61.0,60.0,54.0
14319,M. Thalhammer, SSV Jahn Regensburg,Germany,20,61,190.5,181,CM,Right,425000.0,3000,53.0,32.0,52.0,65.0,57.0,74.0
14320,J. Hildebrandt,FC Hansa Rostock,Germany,21,61,182.88,168,CDM,Right,300000.0,1000,66.0,48.0,54.0,63.0,59.0,66.0
14321,Robert,Real Betis,Spain,17,61,177.8,163,RW,Left,500000.0,2000,65.0,60.0,61.0,50.0,70.0,53.0
14322,M. O'Leary,Bristol City,England,21,61,185.42,172,GK,Right,350000.0,3000,38.0,10.0,45.0,19.0,13.0,52.0
14323,A. Ståhl,Dalkurd FF,Sweden,23,61,185.42,176,LM,Right,350000.0,1000,68.0,60.0,45.0,60.0,66.0,65.0
14324,R. Griffiths,Olympique Lyonnais,England,18,61,180.34,168,ST,Right,575000.0,5000,68.0,65.0,49.0,53.0,51.0,67.0
14325,Iván,Real Betis,Spain,21,61,180.34,165,LM,Left,475000.0,3000,65.0,55.0,53.0,51.0,62.0,65.0
14326,G. Taft,Cambridge United,England,24,61,190.5,163,LCB,Left,260000.0,2000,54.0,33.0,46.0,52.0,42.0,79.0
14327,H. Johansen,SK Brann,Norway,25,61,182.88,185,ST,Right,325000.0,1000,62.0,60.0,45.0,61.0,47.0,79.0
14328,S. Facey,Northampton Town,England,23,61,177.8,141,RB,Right,300000.0,2000,65.0,28.0,44.0,59.0,56.0,63.0
14329,V. Golemić,Crotone,Serbia,27,61,193.04,183,CB,Right,250000.0,1000,47.0,26.0,29.0,38.0,30.0,75.0
14330,F. Álvarez,San Martín de San Juan,Argentina,18,61,180.34,163,CB,Right,475000.0,1000,62.0,27.0,31.0,51.0,36.0,59.0
14331,J. Asiri,Al Wehda,Saudi Arabia,20,61,177.8,141,ST,Left,450000.0,4000,68.0,63.0,50.0,58.0,59.0,58.0
14332,J. Melling,Central Coast Mariners,Australia,23,61,175.26,157,CDM,Right,260000.0,1000,60.0,40.0,52.0,56.0,52.0,72.0
14333,G. Leigh,NAC Breda,England,23,61,180.34,161,LWB,Left,270000.0,1000,77.0,45.0,52.0,57.0,62.0,70.0
14334,Lee Jae Ik,Gangwon FC,Korea Republic,19,61,185.42,168,CB,Right,425000.0,1000,53.0,21.0,57.0,39.0,27.0,65.0
14335,Tang Jiashu,Chongqing Dangdai Lifan FC SWM Team,China PR,27,61,182.88,174,LCB,Right,210000.0,2000,67.0,29.0,41.0,46.0,46.0,69.0
14336,J. Keohane,Cork City,Republic of Ireland,27,61,180.34,159,CDM,Right,240000.0,1000,77.0,58.0,64.0,63.0,64.0,59.0
14337,S. Boyd,Kilmarnock,Scotland,32,61,187.96,165,CB,Right,140000.0,1000,29.0,49.0,48.0,56.0,43.0,79.0
14338,Darío Poveda,Atlético Madrid,Spain,21,61,185.42,165,ST,Right,425000.0,6000,61.0,65.0,57.0,60.0,61.0,45.0
14339,A. Al Fiqi,Al Hilal,Saudi Arabia,25,61,175.26,146,RM,Left,325000.0,6000,71.0,47.0,54.0,62.0,64.0,56.0
14340,E. Fernández,Tigres U.A.N.L.,Mexico,25,61,190.5,170,GK,Right,230000.0,6000,44.0,17.0,14.0,16.0,8.0,57.0
14341,J. Bonham,Bristol Rovers,Republic of Ireland,24,61,193.04,209,GK,Right,250000.0,4000,43.0,19.0,45.0,22.0,19.0,66.0
14342,D. Haspolat,Excelsior,Netherlands,18,61,177.8,165,CM,Right,525000.0,1000,67.0,46.0,61.0,65.0,64.0,56.0
14343,R. Yamazaki,Kashiwa Reysol,Japan,29,61,172.72,168,LM,Right,250000.0,2000,72.0,64.0,49.0,63.0,67.0,68.0
14344,M. Hazazi,Al Fateh,Saudi Arabia,30,61,167.64000000000001,126,RB,Right,180000.0,4000,87.0,36.0,40.0,49.0,63.0,57.0
14345,Y. Otayn,Al Raed,Saudi Arabia,27,61,182.88,161,CDM,Right,240000.0,3000,61.0,24.0,53.0,58.0,53.0,76.0
14346,G. Coke,Oldham Athletic,England,32,61,180.34,174,CM,Right,190000.0,3000,66.0,51.0,60.0,60.0,55.0,74.0
14347,D. Lanius,SC Preußen Münster,Germany,21,61,195.57999999999998,187,CB,Right,325000.0,1000,55.0,21.0,41.0,43.0,31.0,85.0
14348,Ha Sung Min,Gyeongnam FC,Korea Republic,31,61,182.88,172,LCM,Right,170000.0,1000,66.0,45.0,52.0,61.0,49.0,82.0
14349,I. La Rocca,Melbourne City FC,Italy,34,61,187.96,170,CB,Left,80000.0,2000,44.0,46.0,41.0,55.0,52.0,70.0
14350,A. Hazazi,Ettifaq FC,Saudi Arabia,24,61,182.88,139,LDM,Left,290000.0,4000,65.0,43.0,57.0,65.0,62.0,62.0
14351,N. Tiknizyan,PFC CSKA Moscow,Russia,19,61,180.34,165,LM,Left,475000.0,1000,74.0,55.0,49.0,63.0,64.0,58.0
14352,B. Pindroch,Notts County,Slovakia,26,61,193.04,198,GK,Right,210000.0,3000,28.0,10.0,56.0,25.0,20.0,51.0
14353,N. Heidemann,SC Preußen Münster,Germany,23,61,185.42,176,LB,Left,280000.0,1000,72.0,38.0,41.0,56.0,58.0,71.0
14354,S. Mbakata,FC Sochaux-Montbéliard,France,20,61,177.8,159,RB,Right,325000.0,1000,79.0,27.0,56.0,47.0,54.0,68.0
14355,R. Harley,Milton Keynes Dons,England,33,61,175.26,154,LM,Right,150000.0,3000,52.0,58.0,64.0,63.0,62.0,59.0
14356,P. Hercher,SG Sonnenhof Großaspach,Germany,22,61,182.88,179,RM,Right,350000.0,1000,69.0,62.0,46.0,60.0,59.0,73.0
14357,L. Balerdi,Boca Juniors,Argentina,19,61,187.96,187,CB,Right,500000.0,2000,55.0,23.0,28.0,37.0,31.0,77.0
14358,G. Guerrieri,Lazio,Italy,22,61,182.88,172,GK,Right,260000.0,4000,41.0,13.0,28.0,20.0,16.0,67.0
14359,L. Kramer,FC Groningen,Netherlands,18,61,193.04,176,CB,Right,475000.0,1000,63.0,29.0,34.0,39.0,30.0,72.0
14360,A. Tozzo,Hellas Verona,Italy,25,61,193.04,185,GK,Left,240000.0,4000,31.0,12.0,43.0,14.0,14.0,37.0
14361,A. Domínguez,Deportivo Toluca,Mexico,27,61,182.88,161,CM,Left,280000.0,4000,64.0,32.0,59.0,63.0,62.0,65.0
14362,A. Melo,Gimnasia y Esgrima La Plata,Argentina,22,61,175.26,154,RM,Right,425000.0,3000,69.0,57.0,51.0,61.0,65.0,62.0
14363,S. Al Qeshtah,Al Hazem,Saudi Arabia,25,61,182.88,165,LCB,Left,260000.0,2000,54.0,25.0,27.0,48.0,44.0,63.0
14364,J. Partington,Bristol Rovers,Wales,28,61,187.96,168,RB,Right,200000.0,2000,64.0,33.0,64.0,61.0,54.0,75.0
14365,M. Gillespie,Motherwell,England,26,61,193.04,194,GK,Right,220000.0,1000,34.0,16.0,42.0,29.0,17.0,66.0
14366,D. Gyollai,Stoke City,Hungary,21,61,193.04,201,GK,Right,400000.0,3000,45.0,19.0,26.0,20.0,16.0,60.0
14367,J. Cook,Grimsby Town,England,28,61,175.26,176,CAM,Right,250000.0,3000,74.0,57.0,57.0,59.0,56.0,60.0
14368,T. Hudson-Wihongi,,New Zealand,23,61,185.42,183,CDM,Right,,0,70.0,45.0,56.0,60.0,57.0,70.0
14369,J. Tuominen,,Finland,22,61,185.42,163,ST,Right,,0,70.0,62.0,49.0,55.0,59.0,56.0
14370,T. Smith,Southend United,England,22,61,185.42,168,GK,Left,250000.0,1000,45.0,11.0,35.0,18.0,12.0,37.0
14371,Kim Young Sin,Gangwon FC,Korea Republic,32,61,175.26,146,CAM,Right,200000.0,1000,66.0,66.0,57.0,64.0,63.0,34.0
14372,Li Songyi,Shandong Luneng TaiShan FC,China PR,25,61,187.96,179,RB,Right,260000.0,3000,54.0,58.0,70.0,57.0,58.0,72.0
14373,R. Wulle,SV Sandhausen,Germany,24,61,187.96,185,GK,Right,260000.0,1000,44.0,12.0,18.0,22.0,10.0,73.0
14374,A. Al Khulaif,Al Ahli,Saudi Arabia,21,61,165.1,132,RM,Right,450000.0,5000,86.0,42.0,57.0,64.0,65.0,30.0
14375,A. Fontana,Philadelphia Union,United States,18,61,172.72,150,CAM,Right,525000.0,1000,68.0,54.0,61.0,61.0,60.0,56.0
14376,P. Prado,FC Nantes,Peru,22,61,172.72,154,RB,Right,375000.0,3000,72.0,32.0,42.0,54.0,48.0,36.0
14377,M. Rocca,Livorno,Italy,22,61,175.26,159,LCM,Right,375000.0,5000,63.0,45.0,63.0,64.0,58.0,34.0
14378,J. Vogliotti,Jaguares de Córdoba,Argentina,33,61,180.34,174,ST,Right,160000.0,1000,55.0,63.0,50.0,59.0,51.0,66.0
14379,K. Yoshino,Sanfrecce Hiroshima,Japan,23,61,182.88,165,CB,Right,290000.0,2000,65.0,20.0,30.0,31.0,25.0,76.0
14380,Liu Yang,Beijing Renhe FC,China PR,27,61,187.96,172,CB,Right,250000.0,2000,61.0,32.0,49.0,53.0,52.0,73.0
14381,D. Moreno,Junior FC,Colombia,23,61,177.8,172,RM,Right,350000.0,1000,87.0,58.0,54.0,50.0,59.0,53.0
14382,M. Comba,Gimnasia y Esgrima La Plata,Argentina,24,61,170.18,150,RM,Right,325000.0,2000,58.0,74.0,57.0,60.0,63.0,57.0
14383,L. Gambin,Crawley Town,Malta,25,61,167.64000000000001,154,LM,Left,300000.0,2000,70.0,57.0,55.0,66.0,67.0,38.0
14384,E. Maanane,Grenoble Foot 38,France,23,61,182.88,165,ST,Right,350000.0,1000,70.0,65.0,46.0,58.0,63.0,56.0
14385,M. Meneses,CD O'Higgins,Chile,19,61,175.26,157,CAM,Right,400000.0,1000,67.0,60.0,63.0,63.0,48.0,50.0
14386,T. Børkeeiet,Stabæk Fotball,Norway,19,61,185.42,165,RCM,Right,525000.0,1000,64.0,44.0,62.0,62.0,58.0,66.0
14387,A. Bennett,Cork City,Republic of Ireland,36,61,187.96,187,RCB,Right,30000.0,1000,27.0,22.0,31.0,41.0,19.0,86.0
14388,M. Martic,SK Rapid Wien,Austria,22,61,187.96,179,CDM,Right,270000.0,3000,70.0,45.0,46.0,65.0,54.0,83.0
14389,Chico,Pohang Steelers,Korea Republic,27,61,175.26,152,CM,Right,280000.0,2000,63.0,48.0,62.0,60.0,57.0,55.0
14390,J. Lindsey,Sporting Kansas City,United States,18,61,172.72,168,RB,Right,450000.0,1000,69.0,42.0,53.0,59.0,60.0,61.0
14391,D. Vlahovic,Fiorentina,Serbia,18,61,190.5,176,ST,Left,525000.0,5000,64.0,65.0,53.0,55.0,55.0,67.0
14392,Miquel Parera,RCD Mallorca,Spain,22,61,177.8,163,GK,Right,260000.0,1000,38.0,11.0,29.0,21.0,12.0,41.0
14393,Diego Pampín,RC Celta,Spain,18,61,175.26,157,LB,Left,450000.0,2000,68.0,27.0,38.0,57.0,51.0,58.0
14394,J. Suárez,Querétaro,United States,21,61,177.8,168,RM,Right,375000.0,2000,67.0,58.0,52.0,64.0,65.0,57.0
14395,M. Reule,SG Sonnenhof Großaspach,Germany,24,61,187.96,185,GK,Right,250000.0,1000,34.0,15.0,50.0,22.0,14.0,51.0
14396,Bai Yuefeng,Tianjin TEDA FC,China PR,31,61,180.34,163,RB,Right,160000.0,3000,63.0,50.0,66.0,58.0,53.0,73.0
14397,V. Müller,SCR Altach,Austria,19,61,175.26,150,LCM,Right,500000.0,1000,70.0,42.0,64.0,63.0,58.0,50.0
14398,C. Ferreira,River Plate,Argentina,18,61,175.26,152,CAM,Right,525000.0,2000,65.0,45.0,58.0,63.0,61.0,47.0
14399,J. Houghton,Milton Keynes Dons,England,22,61,182.88,174,RCM,Right,350000.0,3000,71.0,49.0,53.0,64.0,54.0,64.0
14400,N. Smith,Port Vale,England,22,61,182.88,159,LCB,Right,270000.0,2000,59.0,24.0,26.0,30.0,22.0,70.0
14401,L. Carillo,Brescia,Italy,21,61,187.96,165,CB,Left,300000.0,2000,58.0,29.0,29.0,47.0,42.0,67.0
14402,S. Ruiz,Envigado FC,Colombia,20,61,185.42,174,LCB,Left,400000.0,1000,68.0,31.0,50.0,51.0,55.0,70.0
14403,L. Amarilla,Vélez Sarsfield,Paraguay,22,61,182.88,170,ST,Right,400000.0,3000,54.0,71.0,49.0,52.0,65.0,61.0
14404,S. Ormeño,Puebla FC,Mexico,24,61,185.42,181,ST,Right,325000.0,2000,51.0,64.0,51.0,56.0,55.0,68.0
14405,P. Petrović,IF Brommapojkarna,Sweden,22,61,177.8,154,LW,Right,325000.0,1000,73.0,58.0,60.0,64.0,65.0,38.0
14406,R. Callachan,St. Johnstone FC,Scotland,24,61,180.34,168,CM,Right,325000.0,1000,63.0,30.0,55.0,57.0,54.0,67.0
14407,Leandro,RCD Mallorca,Spain,29,61,185.42,181,GK,Left,200000.0,1000,34.0,22.0,21.0,22.0,23.0,52.0
14408,Zhong JinBao,Henan Jianye FC,China PR,23,61,180.34,152,CM,Right,350000.0,2000,66.0,54.0,62.0,58.0,57.0,67.0
14409,Park Dae Han,Jeonnam Dragons,Korea Republic,22,61,182.88,170,GK,Right,290000.0,1000,42.0,8.0,40.0,12.0,8.0,52.0
14410,D. Burgzorg,De Graafschap,Netherlands,19,61,185.42,168,RM,Right,550000.0,1000,75.0,54.0,50.0,67.0,64.0,61.0
14411,Marcus Vinícius,Arka Gdynia,Brazil,34,61,182.88,159,RM,Right,130000.0,1000,67.0,65.0,21.0,62.0,70.0,67.0
14412,V. Wernersson,IFK Göteborg,Sweden,22,61,180.34,154,LWB,Left,325000.0,1000,67.0,40.0,45.0,64.0,57.0,60.0
14413,Roger Riera,Villarreal CF,Spain,23,61,187.96,168,CB,Right,300000.0,4000,40.0,27.0,42.0,54.0,46.0,71.0
14414,N. Blissett,Macclesfield Town,England,28,61,193.04,172,ST,Right,260000.0,2000,72.0,59.0,44.0,61.0,49.0,83.0
14415,F. Sulmoni,FC Lugano,Switzerland,32,61,182.88,159,LCB,Right,140000.0,2000,33.0,39.0,40.0,51.0,45.0,78.0
14416,M. Harrer,FC Wacker Innsbruck,Austria,26,61,182.88,168,LCM,Right,300000.0,3000,68.0,57.0,55.0,61.0,62.0,74.0
14417,M. Havekotte,ADO Den Haag,Netherlands,22,61,187.96,176,GK,Right,290000.0,1000,43.0,13.0,39.0,27.0,20.0,52.0
14418,S. Bastoni,Spezia,Italy,21,61,182.88,163,RW,Left,450000.0,1000,62.0,48.0,59.0,64.0,63.0,59.0
14419,A. Rinomhota,Reading,England,21,61,175.26,141,RCM,Right,475000.0,4000,71.0,48.0,54.0,64.0,63.0,63.0
14420,J. Caletti,Brisbane Roar,Australia,19,61,170.18,143,CDM,Right,375000.0,1000,68.0,38.0,63.0,62.0,60.0,44.0
14421,G. Ray,Crewe Alexandra,Wales,24,61,193.04,157,RCB,Right,300000.0,3000,65.0,15.0,17.0,47.0,49.0,74.0
14422,Zhang Chenglin,Guangzhou Evergrande Taobao FC,China PR,31,61,182.88,168,RB,Right,160000.0,3000,72.0,39.0,36.0,58.0,57.0,69.0
14423,L. Mokhevishvili,Albacete BP,Georgia,22,61,175.26,154,CDM,Right,425000.0,1000,55.0,34.0,42.0,61.0,62.0,46.0
14424,V. Myhra,Odds BK,Norway,21,61,193.04,207,GK,Right,350000.0,1000,48.0,14.0,38.0,16.0,17.0,65.0
14425,Chen Hao,Henan Jianye FC,China PR,25,61,185.42,172,RCB,Right,270000.0,2000,61.0,34.0,40.0,55.0,36.0,62.0
14426,M. Ferreira,Red Star FC,France,21,61,172.72,148,RB,Right,350000.0,1000,65.0,30.0,45.0,62.0,60.0,54.0
14427,M. Moënza,Dalkurd FF,Sweden,24,61,180.34,165,LB,Left,280000.0,1000,86.0,24.0,48.0,58.0,49.0,66.0
14428,A. Swolfs,Waasland-Beveren,Belgium,20,61,193.04,172,GK,Right,350000.0,2000,37.0,8.0,37.0,17.0,12.0,57.0
14429,K. Machida,Kashima Antlers,Japan,20,61,190.5,176,CB,Left,500000.0,2000,80.0,24.0,33.0,48.0,23.0,82.0
14430,A. Babacan,Galatasaray SK,Turkey,18,61,175.26,154,CAM,Left,525000.0,4000,74.0,48.0,65.0,61.0,67.0,47.0
14431,K. Gutiérrez,Gimnasia y Esgrima La Plata,Argentina,21,61,167.64000000000001,143,CM,Right,550000.0,2000,73.0,43.0,61.0,59.0,60.0,49.0
14432,K. Appiah-Kubi,Incheon United FC,Australia,26,61,180.34,154,RW,Right,300000.0,1000,92.0,42.0,53.0,58.0,68.0,58.0
14433,P. Keegan,Waterford FC,Republic of Ireland,33,61,177.8,161,CDM,Right,150000.0,1000,63.0,52.0,60.0,62.0,48.0,66.0
14434,K. Woolery,Swindon Town,England,23,61,180.34,172,ST,Right,325000.0,3000,90.0,63.0,49.0,58.0,61.0,61.0
14435,J. Vagnoman,Hamburger SV,Germany,17,61,187.96,190,LB,Right,500000.0,1000,76.0,30.0,36.0,61.0,64.0,73.0
14436,A. Kostić,SK Rapid Wien,Serbia,22,61,165.1,143,RM,Right,350000.0,3000,72.0,59.0,55.0,62.0,65.0,33.0
14437,B. Nugent,Stevenage,England,24,61,195.57999999999998,183,LCB,Left,270000.0,2000,43.0,30.0,39.0,38.0,22.0,83.0
14438,S. Habergham,Lincoln City,England,26,61,182.88,161,LB,Left,210000.0,3000,56.0,27.0,42.0,56.0,54.0,66.0
14439,H. Ayaroğlu,Alanyaspor,Turkey,23,61,172.72,139,CAM,Left,400000.0,2000,50.0,42.0,63.0,64.0,60.0,41.0
14440,J. Brandon,Heart of Midlothian,Scotland,20,61,175.26,154,RB,Right,500000.0,1000,84.0,38.0,49.0,63.0,62.0,67.0
14441,E. Omondi,IF Brommapojkarna,Kenya,23,61,185.42,165,RW,Right,325000.0,1000,88.0,59.0,59.0,60.0,62.0,57.0
14442,R. Alvarez,Colo-Colo,Chile,19,61,175.26,152,LM,Left,550000.0,1000,69.0,52.0,49.0,63.0,64.0,65.0
14443,B. Purkiss,Walsall,England,34,61,185.42,154,RB,Right,70000.0,2000,46.0,26.0,56.0,59.0,48.0,75.0
14444,T. Basila,FC Nantes,France,19,61,187.96,170,CB,Right,500000.0,2000,62.0,28.0,28.0,61.0,30.0,67.0
14445,M. Rose,Grimsby Town,England,23,61,175.26,172,CM,Right,325000.0,2000,77.0,55.0,54.0,61.0,59.0,83.0
14446,Y. Schmid,FC Luzern,Switzerland,23,61,185.42,168,CB,Right,350000.0,2000,58.0,28.0,39.0,38.0,35.0,67.0
14447,Christovao,Zagłębie Sosnowiec,Angola,25,61,185.42,187,RM,Right,325000.0,1000,77.0,65.0,51.0,64.0,61.0,77.0
14448,I. Magnusson,Kalmar FF,Sweden,20,61,180.34,161,RM,Right,475000.0,1000,77.0,52.0,54.0,65.0,63.0,55.0
14449,M. Wintzheimer,Hamburger SV,Germany,19,61,180.34,170,ST,Right,550000.0,2000,65.0,67.0,40.0,58.0,55.0,68.0
14450,K. Anzai,Sagan Tosu,Japan,23,61,172.72,150,RB,Left,290000.0,1000,66.0,37.0,41.0,63.0,57.0,47.0
14451,D. Mihajlovic,FC Lugano,Switzerland,26,61,177.8,163,RWB,Right,240000.0,2000,70.0,52.0,53.0,64.0,59.0,69.0
14452,D. Emmanouilidis,Panathinaikos FC,Greece,17,61,170.18,154,RM,Right,500000.0,1000,78.0,55.0,55.0,61.0,65.0,40.0
14453,P. Smyth,Queens Park Rangers,Northern Ireland,20,61,175.26,148,RM,Right,550000.0,1000,84.0,62.0,48.0,62.0,65.0,44.0
14454,K. Kristinsson,Willem II,Iceland,19,61,190.5,157,LW,Right,475000.0,1000,66.0,56.0,57.0,66.0,67.0,70.0
14455,D. Duhaney,Huddersfield Town,England,19,61,180.34,154,RB,Right,475000.0,3000,70.0,27.0,43.0,59.0,57.0,65.0
14456,L. Østigård,Brighton & Hove Albion,Norway,18,61,182.88,176,CB,Right,475000.0,3000,69.0,33.0,26.0,49.0,40.0,69.0
14457,Lee Bum Soo,Gyeongnam FC,Korea Republic,27,61,190.5,187,GK,Right,200000.0,1000,63.0,9.0,67.0,13.0,11.0,64.0
14458,Yi Fan,Changchun Yatai FC,China PR,26,61,185.42,174,GK,Right,230000.0,2000,47.0,11.0,23.0,27.0,17.0,61.0
14459,Robert Sanchez,Forest Green Rovers,Spain,20,61,198.12,187,GK,Right,350000.0,4000,45.0,14.0,29.0,22.0,13.0,64.0
14460,S. Macías,Independiente Medellín,Colombia,22,61,175.26,159,LB,Left,375000.0,1000,78.0,36.0,56.0,58.0,61.0,63.0
14461,M. Egho,Randers FC,Austria,24,61,187.96,165,RS,Left,350000.0,2000,77.0,58.0,44.0,62.0,58.0,68.0
14462,P. Pfeiffer,Hamburger SV,Germany,18,61,195.57999999999998,201,CB,Right,475000.0,1000,56.0,23.0,27.0,53.0,49.0,72.0
14463,B. Anderson,Aberdeen,Scotland,19,61,177.8,170,ST,Right,550000.0,1000,76.0,65.0,45.0,62.0,63.0,43.0
14464,L. Grimshaw,Motherwell,England,23,61,180.34,183,RWB,Right,375000.0,1000,63.0,38.0,54.0,64.0,53.0,75.0
14465,V. Vermeer,NAC Breda,Netherlands,22,61,172.72,152,CDM,Right,280000.0,1000,68.0,39.0,54.0,60.0,55.0,55.0
14466,M. Kaasa,Odds BK,Norway,20,61,175.26,132,CM,Right,475000.0,1000,71.0,45.0,62.0,64.0,67.0,50.0
